index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
406,50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,9888 GENESEE AVENUE,LA JOLLA,CA,92037,SAN DIEGO,8586264123,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,5,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,"9888 GENESEE AVENUE
LA JOLLA, CA 92037
(32.886595, -117.224804)"
407,161308,FRANKLIN GENERAL HOSPITAL,1720 CENTRAL AVENUE EAST,HAMPTON,IA,50441,FRANKLIN,6414565000,Critical Access Hospitals,Government - Local,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1720 CENTRAL AVENUE EAST
HAMPTON, IA 50441
(42.740982, -93.185967)"
408,50205,GLENDORA COMMUNITY HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,6263350231,Acute Care Hospitals,Proprietary,TRUE,,4,,Same as the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Below the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"150 WEST ROUTE 66
GLENDORA, CA 91740
(34.128685, -117.865164)"
409,100254,CAPITAL REGIONAL MEDICAL CENTER,2626 CAPITAL MEDICAL BLVD,TALLAHASSEE,FL,32308,LEON,8506565000,Acute Care Hospitals,Proprietary,TRUE,,2,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Above the National average,,Same as the National average,,Above the National average,,"2626 CAPITAL MEDICAL BLVD
TALLAHASSEE, FL 32308
(30.475376, -84.230728)"
410,40118,NEA BAPTIST MEMORIAL HOSPITAL,4800 EAST JOHNSON AVENUE,JONESBORO,AR,72401,CRAIGHEAD,8709727000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Above the National average,,Below the National average,,Above the National average,,Below the National average,,Above the National average,,Below the National average,,"4800 EAST JOHNSON AVENUE
JONESBORO, AR 72401
(35.864204, -90.639107)"
411,40017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,HARRISON,AR,72601,BOONE,8704144000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Above the National average,,Below the National average,,"620 NORTH MAIN STREET
HARRISON, AR 72601
(36.236281, -93.107148)"
412,50686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",10800 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,RIVERSIDE,9513532000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,This hospitals star rating only includes data reported on inpatient services,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"10800 MAGNOLIA AVENUE
RIVERSIDE, CA 92505
(33.906505, -117.47071)"
413,53304,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1201 W LA VETA AVE,ORANGE,CA,92868,ORANGE,7149973000,Childrens,Voluntary non-profit - Other,TRUE,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"1201 W LA VETA AVE
ORANGE, CA 92868
(33.78033, -117.86496)"
414,100259,SOUTH BAY HOSPITAL,4016 SUN CITY CENTER BLVD,SUN CITY CENTER,FL,33573,HILLSBOROUGH,8136343301,Acute Care Hospitals,Proprietary,TRUE,,1,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,"4016 SUN CITY CENTER BLVD
SUN CITY CENTER, FL 33573
(27.71239, -82.365168)"
415,60001,NORTH COLORADO MEDICAL CENTER,1801 16TH STREET,GREELEY,CO,80631,WELD,9708104121,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"1801 16TH STREET
GREELEY, CO 80631
(40.413831, -104.708929)"
416,50122,DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,2,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Not Available,Results are not available for this reporting period,"525 WEST ACACIA STREET
STOCKTON, CA 95203
(37.961201, -121.300691)"
417,50245,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,COLTON,CA,92324,SAN BERNARDINO,9095801000,Acute Care Hospitals,Government - Local,TRUE,,2,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"400 NORTH PEPPER AVENUE
COLTON, CA 92324
(34.076166, -117.352847)"
418,50498,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95603,PLACER,5308884500,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,4,,Same as the National average,,Same as the National average,,Above the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,"11815 EDUCATION STREET
AUBURN, CA 95603
(38.944311, -121.100232)"
419,73300,CONNECTICUT CHILDRENS MEDICAL CENTER,282 WASHINGTON STREET,HARTFORD,CT,6106,HARTFORD,8605459000,Childrens,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"282 WASHINGTON STREET
HARTFORD, CT 06106
(41.753482, -72.682812)"
420,13301,UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS,1700 CENTER STREET,MOBILE,AL,36604,MOBILE,2514151000,Childrens,Government - State,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1700 CENTER STREET
MOBILE, AL 36604
(30.696082, -88.076883)"
421,110004,CORNERSTONE MEDICAL CENTER,100 GROSS CRESCENT,FORT OGLETHORPE,GA,30742,CATOOSA,7068582101,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,"100 GROSS CRESCENT
FORT OGLETHORPE, GA 30742
(34.947588, -85.262855)"
422,50168,ST JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,FULLERTON,CA,92835,ORANGE,7149923000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,3,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,"101 E VALENCIA MESA DRIVE
FULLERTON, CA 92835
(33.893503, -117.927952)"
423,100071,BAYFRONT HEALTH BROOKSVILLE,17240 CORTEZ BLVD,BROOKSVILLE,FL,34601,HERNANDO,3527965111,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,1,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,"17240 CORTEZ BLVD
BROOKSVILLE, FL 34601
(28.541115, -82.443386)"
424,50765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,9512516000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,This hospitals star rating only includes data reported on inpatient services,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Below the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"27300 IRIS AVENUE
MORENO VALLEY, CA 92555
(33.895697, -117.187121)"
425,30069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,AZ,86403,MOHAVE,9288558185,Acute Care Hospitals,Proprietary,TRUE,,2,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Above the National average,,Above the National average,,Below the National average,,"101 CIVIC CENTER LANE
LAKE HAVASU CITY, AZ 86403
(34.479978, -114.338535)"
426,10148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,CONECUH,2515782480,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,"101 CRESTVIEW AVENUE
EVERGREEN, AL 36401
(31.43126, -86.94205)"
427,51324,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,CA,93514,INYO,7608735811,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,4,This hospitals star rating only includes data reported on inpatient services,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Below the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"150 PIONEER LANE
BISHOP, CA 93514
(37.362108, -118.407362)"
428,51305,MAYERS MEMORIAL HOSPITAL,43563 HWY 299 EAST,FALL RIVER MILLS,CA,96028,SHASTA,5303365511,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"43563 HWY 299 EAST
FALL RIVER MILLS, CA 96028
(41.023968, -121.424651)"
429,30117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,AZ,86426,MOHAVE,9287887252,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,"5330 SOUTH HIGHWAY 95
FORT MOHAVE, AZ 86426
(35.004167, -114.597968)"
430,50407,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,CA,94133,SAN FRANCISCO,4159822400,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,"845 JACKSON ST
SAN FRANCISCO, CA 94133
(37.795696, -122.409245)"
431,13300,CHILDREN'S HOSPITAL OF ALABAMA,1600 SEVENTH AVENUE SOUTH,BIRMINGHAM,AL,35233,JEFFERSON,2059399100,Childrens,Voluntary non-profit - Private,TRUE,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"1600 SEVENTH AVENUE SOUTH
BIRMINGHAM, AL 35233
(33.503222, -86.805381)"
432,11304,CHOCTAW GENERAL HOSPITAL,"401 VANITY FAIR LANE, PO BOX 618",BUTLER,AL,36904,CHOCTAW,2054599100,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"401 VANITY FAIR LANE, PO BOX 618
BUTLER, AL 36904
(32.093445, -88.208321)"
433,50129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"2101 N WATERMAN AVE
SAN BERNARDINO, CA 92404
(34.134062, -117.27876)"
434,30013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,YUMA,9283367600,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Below the National average,,"2400 SOUTH AVENUE A
YUMA, AZ 85364
(32.683899, -114.633238)"
435,50350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,3237261222,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Above the National average,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,"309 W BEVERLY BLVD
MONTEBELLO, CA 90640
(34.016024, -118.100487)"
436,50688,SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,CA,95020,SANTA CLARA,4088482000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"9400 NO NAME UNO
GILROY, CA 95020
(37.03511, -121.573038)"
437,10104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,JEFFERSON,2055921000,Acute Care Hospitals,Proprietary,TRUE,,2,,Below the National average,,Below the National average,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,"3690 GRANDVIEW PARKWAY
BIRMINGHAM, AL 35243
(33.43248, -86.723028)"
438,110006,ST MARY'S HOSPITAL,1230 BAXTER STREET,ATHENS,GA,30606,CLARKE,7063893930,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"1230 BAXTER STREET
ATHENS, GA 30606
(33.945767, -83.405892)"
439,40078,NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,HOT SPRINGS,AR,71901,GARLAND,5013211000,Acute Care Hospitals,Proprietary,TRUE,,2,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"1910 MALVERN AVENUE
HOT SPRINGS, AR 71901
(34.486239, -93.033554)"
440,50320,HIGHLAND HOSPITAL,1411 E 31ST STREET,OAKLAND,CA,94602,ALAMEDA,5104374800,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,1,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"1411 E 31ST STREET
OAKLAND, CA 94602
(37.799234, -122.231199)"
441,51307,CATALINA ISLAND MEDICAL CENTER,100 FALLS CANYON ROAD,AVALON,CA,90704,LOS ANGELES,3105100700,Critical Access Hospitals,Voluntary non-profit - Church,FALSE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"100 FALLS CANYON ROAD
AVALON, CA 90704
(33.339043, -118.330462)"
442,41307,CROSSRIDGE COMMUNITY HOSPITAL,310 SOUTH FALLS BOULEVARD,WYNNE,AR,72396,CROSS,8702383300,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,,4,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,"310 SOUTH FALLS BOULEVARD
WYNNE, AR 72396
(35.219308, -90.787423)"
443,50737,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,LOS ANGELES,6265732222,Acute Care Hospitals,Proprietary,TRUE,,3,,Above the National average,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"525 N GARFIELD AVE
MONTEREY PARK, CA 91754
(34.067864, -118.122906)"
444,30078,PHOENIX INDIAN MEDICAL CENTER,4212 NORTH 16TH STREET,PHOENIX,AZ,85016,MARICOPA,6022631200,Acute Care Hospitals,Government - Federal,FALSE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"4212 NORTH 16TH STREET
PHOENIX, AZ 85016
(33.49701, -112.047613)"
445,60010,POUDRE VALLEY HOSPITAL,1024 S LEMAY AVE,FORT COLLINS,CO,80524,LARIMER,9704957000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"1024 S LEMAY AVE
FORT COLLINS, CO 80524
(40.573727, -105.05786)"
446,100299,LAKEWOOD RANCH MEDICAL CENTER,8330 LAKEWOOD RANCH BLVD,BRADENTON,FL,34202,MANATEE,9417822100,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Above the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"8330 LAKEWOOD RANCH BLVD
BRADENTON, FL 34202
(27.392671, -82.434725)"
447,50135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Acute Care Hospitals,Proprietary,TRUE,,3,,Above the National average,,Above the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Not Available,Results are not available for this reporting period,"6245 DE LONGPRE AVE
HOLLYWOOD, CA 90028
(34.096192, -118.325371)"
448,30094,ABRAZO ARROWHEAD CAMPUS,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308,MARICOPA,6235611000,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"18701 NORTH 67TH AVENUE
GLENDALE, AZ 85308
(33.655042, -112.202889)"
449,161349,VIRGINIA GAY HOSPITAL,502 NORTH 9TH AVENUE,VINTON,IA,52349,BENTON,3194726200,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"502 NORTH 9TH AVENUE
VINTON, IA 52349
(42.173271, -92.013381)"
450,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVENUE,MARTINEZ,CA,94553,CONTRA COSTA,9253705000,Acute Care Hospitals,Government - Local,TRUE,,2,,Same as the National average,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"2500 ALHAMBRA AVENUE
MARTINEZ, CA 94553
(38.006467, -122.130891)"
451,30113,WHITERIVER PHS INDIAN HOSPITAL,200 WEST HOSPITAL DRIVE  (PO BOX 860),WHITERIVER,AZ,85941,NAVAJO,9283384911,Acute Care Hospitals,Government - Federal,FALSE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"200 WEST HOSPITAL DRIVE (PO BOX 860)
WHITERIVER, AZ 85941
(33.875976, -109.959528)"
452,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Same as the National average,,Above the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"1108 ROSS CLARK CIRCLE
DOTHAN, AL 36301
(31.214048, -85.361727)"
453,50096,WEST COVINA MEDICAL CENTER,725 S ORANGE AVE,WEST COVINA,CA,91790,LOS ANGELES,6263388481,Acute Care Hospitals,Proprietary,FALSE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Below the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"725 S ORANGE AVE
WEST COVINA, CA 91790
(34.070928, -117.944166)"
454,50342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,7603513333,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,2,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"207 WEST LEGION ROAD
BRAWLEY, CA 92227
(32.959947, -115.552723)"
455,70033,DANBURY HOSPITAL,24 HOSPITAL AVE,DANBURY,CT,6810,FAIRFIELD,2037397000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,1,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"24 HOSPITAL AVE
DANBURY, CT 06810
(41.406776, -73.444339)"
456,110192,EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,30078,GWINNETT,7707362498,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"1700 MEDICAL WAY
SNELLVILLE, GA 30078
(33.877083, -84.019561)"
457,50708,FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO ST,FRESNO,CA,93710,FRESNO,5594318000,Acute Care Hospitals,Proprietary,FALSE,,5,,Not Available,Results are not available for this reporting period,Above the National average,,Not Available,Results are not available for this reporting period,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"6125 NORTH FRESNO ST
FRESNO, CA 93710
(36.824644, -119.781416)"
458,140059,JERSEY COMMUNITY HOSPITAL,400 MAPLE SUMMIT ROAD,JERSEYVILLE,IL,62052,JERSEY,6184986402,Acute Care Hospitals,Government - Local,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"400 MAPLE SUMMIT ROAD
JERSEYVILLE, IL 62052
(39.109906, -90.341622)"
459,110005,NORTHSIDE HOSPITAL FORSYTH,1200 NORTHSIDE FORSYTH DRIVE,CUMMING,GA,30041,FORSYTH,7708443200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Below the National average,,Above the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,"1200 NORTHSIDE FORSYTH DRIVE
CUMMING, GA 30041
(34.178461, -84.139402)"
460,50424,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,SAN DIEGO,8584559100,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,,5,,Above the National average,,Above the National average,,Above the National average,,Above the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Below the National average,,"10666 NORTH TORREY PINES ROAD
LA JOLLA, CA 92037
(32.895992, -117.24161)"
461,100030,HEALTH CENTRAL,10000 W COLONIAL DR,OCOEE,FL,34761,ORANGE,4072961820,Acute Care Hospitals,Government - State,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"10000 W COLONIAL DR
OCOEE, FL 34761
(28.551666, -81.525787)"
462,50128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,2,,Below the National average,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"4002 VISTA WAY
OCEANSIDE, CA 92056
(33.183783, -117.290918)"
463,60027,FOOTHILLS HOSPITAL,4747 ARAPAHOE AVENUE,BOULDER,CO,80304,BOULDER,3034402273,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,"4747 ARAPAHOE AVENUE
BOULDER, CO 80304
(40.014807, -105.236392)"
464,50541,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1100 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,SAN MATEO,6502992000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,This hospitals star rating only includes data reported on inpatient services,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Above the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1100 VETERANS BOULEVARD
REDWOOD CITY, CA 94063
(37.489519, -122.223278)"
